,ViewName,ViewID,GoalName,Date,Campaign,Channel group,Source,Medium,Ad content,Value,AdsetV5,ViewName_eq,AdsetV5_eq
1263,Applications,95557079,7 - Jetblue Mastercard Eleva,4/6/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),2,Other,Applications,Other
1264,Applications,95557079,7 - Jetblue Mastercard Eleva,4/6/2022,2018 - hipotecas - search - hipoteca search,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1265,DeShow.com,103885104,2 - Property Lead Form,4/6/2022,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Renta FLT1_ ///FEE210113DA00\\\,Paid Search,google,cpc,Casas en alquiler,1,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Renta FLT1_ ///FEE210113DA00\\\,DeShow.com,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Renta FLT1_ ///FEE210113DA00\\\
1266,DeShow.com,103885104,2 - Property Lead Form,4/6/2022,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Renta FLT1_ ///FEE210113DA00\\\,Paid Search,google,cpc,Casas para Renta,1,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Renta FLT1_ ///FEE210113DA00\\\,DeShow.com,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Renta FLT1_ ///FEE210113DA00\\\
1267,Applications,95557079,20 - Lead Negocios - Contact Form,4/7/2022,4181277-_ct email 1â€°Ã›Ãœ,(Other),email-et,popular@email.popular.comâ€°Ã›Ãœ,2022-4-5â€°Ã›Ãœ,1,Assisted,Applications,Assisted
1268,Leads 2,116580388,10 - Form Downloads,4/7/2022,popular-comercial-lending-startup-2022-conversions-all-pr-18-sc-video-cohete-mar-15-2022-flt1_nofee211216as01,(Other),facebook-paid,fb-conversion-ad,v5i202211050v5f_startup2022,5,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - Video Cohete - Mar 15 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - Video Cohete - Mar 15 2022 _ ///NOFEE211216AS01\\\
1269,Leads 2,116580388,10 - Form Downloads,4/7/2022,popular - lending - comercial - startup 2022 - youtube tvfa - inmarket n custom int - feb 3 2022 _ ///nofee211216as01\\\,Display,google,cpc,Ad #1,2,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\
1270,Applications,95557079,1 - Cash rewards,4/7/2022,2022 - recompensas - display - discovery,Paid Search,google,cpc,(not set),2,Other,Applications,Other
1271,Popular VI,88420841,07-Popular VI Startup,4/6/2022,popular-lending-comercial-startup-vi-2022-conversions-carrusel-y-gif-iconos-all-vi-feb-3-2022-flt1_fee220111cr02,(Other),facebook-paid,fb-conversion-ad,v5i202210834v5f_startup-vi,3,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\
1272,Popular VI,88420841,07-Popular VI Startup,4/6/2022,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Paid Search,google,cpc,(not set),4,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\
1273,Applications,95557079,1 - Cash rewards,4/7/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1274,Applications,95557079,1 - Cash rewards,4/7/2022,cashrewards2021,(Other),print,qrcode,(not set),20,Other,Applications,Other
1275,Applications,95557079,1 - Cash rewards,4/7/2022,popular - lending - auto - starting connection + hyundai - performance max - pr 21 30 - mar 21 2022 _ ///fee220301es01\\\,Paid Search,google,cpc,(not set),1,Assisted,Applications,Assisted
1276,Leads 2,116580388,10 - Form Downloads,4/7/2022,popular - services - comercial - startup 2022 - discovery - inmarket n custom int n retargeting - feb 1 2022 _ ///nofee211216as01\\\,Paid Search,google,cpc,(not set),11,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\
1277,Leads 2,116580388,10 - Form Downloads,4/8/2022,popular - lending - auto - starting connection + hyundai - performance max - pr 21 30 - mar 21 2022 _ ///fee220301es01\\\,Paid Search,google,cpc,(not set),1,Assisted,Leads 2,Assisted
1278,Leads 2,116580388,10 - Form Downloads,4/8/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,(not set),1,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1279,Leads 2,116580388,10 - Form Downloads,4/8/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,Impulsa tu negocio,2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1280,Leads 2,116580388,10 - Form Downloads,4/8/2022,popular - lending - comercial - startup 2022 - youtube tvfa - inmarket n custom int - feb 3 2022 _ ///nofee211216as01\\\,Display,google,cpc,Ad #1,3,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\
1281,Leads 2,116580388,10 - Form Downloads,4/8/2022,popular - services - comercial - startup 2022 - discovery - inmarket n custom int n retargeting - feb 1 2022 _ ///nofee211216as01\\\,Paid Search,google,cpc,(not set),13,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\
1282,Popular VI,88420841,07-Popular VI Startup,4/7/2022,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Paid Search,google,cpc,(not set),5,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\
1283,Popular VI,88420841,07-Popular VI Startup,4/7/2022,popular-lending-comercial-startup-vi-2022-conversions-carrusel-y-gif-iconos-all-vi-feb-3-2022-flt1_fee220111cr02,(Other),facebook-paid,fb-conversion-ad,v5i202210834v5f_startup-vi,3,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\
1284,Applications,95557079,4 - Jetblue Mastercard,4/7/2022,premia2021,(Other),print,qrcode,(not set),2,Other,Applications,Other
1285,Leads,96577637,8 - Funnel Hipotecas Refinanciar,5/19/2022,popular-services-mortgage-adquisicion-mortgage-2022-website-conversion-leads-all-pr-18-sc-all-placements-gif-mortgage-may-09-2022-flt1_fee220331es03,(Other),facebook-paid,fb-conversion-ad,v5i202211363v5f_mortgage2022,3,Popular - Services - Mortgage - Adquisicion Mortgage 2022 - Website Conversion Leads - All PR 18+ SC All Placements - GIF Mortgage - May 09 2022 _ ///FEE220331ES03\\\,Leads,Popular - Services - Mortgage - Adquisicion Mortgage 2022 - Website Conversion Leads - All PR 18+ SC All Placements - GIF Mortgage - May 09 2022 _ ///FEE220331ES03\\\
1286,Applications,95557079,4 - Jetblue Mastercard,4/7/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1287,Leads 2,116580388,10 - Form Downloads,4/9/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,(not set),1,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1288,Applications,95557079,4 - Jetblue Mastercard,4/7/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1289,Applications,95557079,7 - Jetblue Mastercard Eleva,4/7/2022,popular-lending-tarjetas-jetblue-2022-conversions-gif-maletas-eleva-all-pr-feb-1-2022-f2-flt2_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202210824v5f_jetblue-eleva,1,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - Gif - Maletas Eleva - All PR - Feb 1 2022 - F2 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - Gif - Maletas Eleva - All PR - Feb 1 2022 - F2 _ ///FEE211230CR01\\\
1290,Applications,95557079,7 - Jetblue Mastercard Eleva,4/7/2022,popular - lending - auto - starting connection + hyundai - performance max - pr 21 30 - mar 21 2022 _ ///fee220301es01\\\,Paid Search,google,cpc,(not set),1,Assisted,Applications,Assisted
1291,Applications,95557079,7 - Jetblue Mastercard Eleva,4/7/2022,fee220121cr01-codestarjetas2022,(Other),qrcodedm,dm-elevajetblue,(not set),1,Other,Applications,Other
1292,Applications,95557079,1 - Cash rewards,4/8/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1293,Applications,95557079,1 - Cash rewards,4/8/2022,2022 - recompensas - display - discovery,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1294,Applications,95557079,20 - Lead Negocios - Contact Form,4/8/2022,4181278-_ct email resendâ€°Ã›Ãœ,(Other),email-et,popular@email.popular.comâ€°Ã›Ãœ,2022-4-8â€°Ã›Ãœ,1,Assisted,Applications,Assisted
1295,Applications,95557079,1 - Cash rewards,4/8/2022,cashrewards2021,(Other),print,qrcode,(not set),22,Other,Applications,Other
1296,Applications,95557079,4 - Jetblue Mastercard,4/8/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),2,Other,Applications,Other
1297,Leads 2,116580388,10 - Form Downloads,4/9/2022,popular - services - comercial - startup 2022 - discovery - inmarket n custom int n retargeting - feb 1 2022 _ ///nofee211216as01\\\,Paid Search,google,cpc,(not set),5,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\
1298,Leads 2,116580388,10 - Form Downloads,4/9/2022,popular-comercial-lending-startup-2022-conversions-all-pr-18-sc-video-cohete-mar-15-2022-flt1_nofee211216as01,(Other),facebook-paid,fb-conversion-ad,v5i202211050v5f_startup2022,1,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - Video Cohete - Mar 15 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - Video Cohete - Mar 15 2022 _ ///NOFEE211216AS01\\\
1299,Leads 2,116580388,10 - Form Downloads,4/9/2022,popular - lending - comercial - startup 2022 - youtube tvfa - inmarket n custom int - feb 3 2022 _ ///nofee211216as01\\\,Display,google,cpc,Ad #1,3,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\
1300,Leads 2,116580388,10 - Form Downloads,4/10/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,Ayuda para tu negocio,1,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1301,Leads 2,116580388,10 - Form Downloads,4/10/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,(not set),1,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1302,Leads 2,116580388,10 - Form Downloads,4/10/2022,popular - services - comercial - startup 2022 - discovery - inmarket n custom int n retargeting - feb 1 2022 _ ///nofee211216as01\\\,Paid Search,google,cpc,(not set),9,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\
1303,Leads,96577637,8 - Funnel Hipotecas Refinanciar,5/19/2022,2020 - hipotecas - display - discovery,Paid Search,google,cpc,(not set),2,Other,Leads,Other
1304,Applications,95557079,4 - Jetblue Mastercard,4/8/2022,popular - lending - comercial - commercial lending 2022 - discovery - inmarket n custom - ene 18 2022 _ ///fee210917cr02\\\,Paid Search,google,cpc,(not set),1,Assisted,Applications,Assisted
1305,Applications,95557079,1 - Cash rewards,4/9/2022,cashrewards2021,(Other),print,qrcode,(not set),14,Other,Applications,Other
1306,Popular VI,88420841,07-Popular VI Startup,4/8/2022,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Paid Search,google,cpc,(not set),1,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\
1307,Popular VI,88420841,07-Popular VI Startup,4/8/2022,popular-lending-comercial-startup-vi-2022-conversions-carrusel-y-gif-iconos-all-vi-feb-3-2022-flt1_fee220111cr02,(Other),facebook-paid,fb-conversion-ad,v5i202210834v5f_startup-vi,2,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\
1308,Applications,95557079,3 - AAdvantage Signature PR,4/9/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1309,Leads,96577637,8 - Funnel Hipotecas Refinanciar,5/19/2022,2018 - hipotecas - search - hipoteca search,Paid Search,google,cpc,(not set),3,Other,Leads,Other
1310,Leads 2,116580388,10 - Form Downloads,4/10/2022,popular-comercial-lending-startup-2022-conversions-all-pr-18-sc-video-cohete-mar-15-2022-flt1_nofee211216as01,(Other),facebook-paid,fb-conversion-ad,v5i202211050v5f_startup2022,5,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - Video Cohete - Mar 15 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - Video Cohete - Mar 15 2022 _ ///NOFEE211216AS01\\\
1311,Applications,95557079,4 - Jetblue Mastercard,4/9/2022,fee220121cr01-codestarjetas2022,(Other),qrcodedm,dm-0cuotajetblue,(not set),1,Other,Applications,Other
1312,Applications,95557079,4 - Jetblue Mastercard,4/9/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),2,Other,Applications,Other
1313,Applications,95557079,1 - Cash rewards,4/10/2022,cashrewards2021,(Other),print,qrcode,(not set),10,Other,Applications,Other
1314,Leads 2,116580388,10 - Form Downloads,4/11/2022,popular - services - internet - mi banco 2022 - youtube - mi banco universo - all pr - mar 18 2022 _ ///fee122221cr01\\\,Display,google,cpc,Un Universo de Posibilidades con Mi Banco MÃŒ?vil,1,Assisted,Leads 2,Assisted
1315,Leads 2,116580388,10 - Form Downloads,4/11/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,Impulsa tu negocio,1,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1316,Leads 2,116580388,10 - Form Downloads,4/11/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,(not set),2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1317,Leads 2,116580388,10 - Form Downloads,4/11/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,¿Cuentas con negocio propio?,1,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1318,Popular VI,88420841,07-Popular VI Startup,4/9/2022,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Paid Search,google,cpc,(not set),4,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\
1319,Applications,95557079,3 - AAdvantage Signature PR,4/10/2022,campaÃŒÂ±a aadvantage,(Other),wesbite,review & pay,(not set),1,Assisted,Applications,Assisted
1320,Applications,95557079,1 - Cash rewards,4/10/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1321,Popular VI,88420841,07-Popular VI Startup,4/9/2022,popular-lending-comercial-startup-vi-2022-conversions-carrusel-y-gif-iconos-all-vi-feb-3-2022-flt1_fee220111cr02,(Other),facebook-paid,fb-conversion-ad,v5i202210834v5f_startup-vi,4,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\
1322,Applications,95557079,1 - Cash rewards,4/10/2022,popular - lending - auto - starting connection + hyundai - performance max - pr 21 30 - mar 21 2022 _ ///fee220301es01\\\,Paid Search,google,cpc,(not set),1,Assisted,Applications,Assisted
1323,Applications,95557079,1 - Cash rewards,4/10/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1324,Leads 2,116580388,10 - Form Downloads,4/11/2022,popular - services - comercial - startup 2022 - discovery - inmarket n custom int n retargeting - feb 1 2022 _ ///nofee211216as01\\\,Paid Search,google,cpc,(not set),15,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\
1325,Leads 2,116580388,10 - Form Downloads,4/11/2022,popular - lending - comercial - startup 2022 - youtube tvfa - inmarket n custom int - feb 3 2022 _ ///nofee211216as01\\\,Display,google,cpc,Ad #1,4,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\
1326,Leads 2,116580388,10 - Form Downloads,4/11/2022,popular-comercial-lending-startup-2022-conversions-all-pr-18-sc-video-cohete-mar-15-2022-flt1_nofee211216as01,(Other),facebook-paid,fb-conversion-ad,v5i202211050v5f_startup2022,2,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - Video Cohete - Mar 15 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - Video Cohete - Mar 15 2022 _ ///NOFEE211216AS01\\\
1327,Leads 2,116580388,10 - Form Downloads,4/12/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,(not set),3,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1328,Leads,96577637,8 - Funnel Hipotecas Refinanciar,5/20/2022,2018 - hipotecas - search - hipoteca search,Paid Search,google,cpc,(not set),4,Other,Leads,Other
1329,Applications,95557079,4 - Jetblue Mastercard,4/10/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),1,Other,Applications,Other
1330,Popular VI,88420841,07-Popular VI Startup,4/10/2022,popular-lending-comercial-startup-vi-2022-conversions-carrusel-y-gif-iconos-all-vi-feb-3-2022-flt1_fee220111cr02,(Other),facebook-paid,fb-conversion-ad,v5i202210834v5f_startup-vi,3,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\
1331,Popular VI,88420841,07-Popular VI Startup,4/10/2022,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Paid Search,google,cpc,(not set),14,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\
1332,Applications,95557079,4 - Jetblue Mastercard,4/10/2022,4136642-_creditcards-ita2jetblue-febrero2022-acquisition-aâ€°Ã›Ãœ,(Other),email-et,popular@email.popular.comâ€°Ã›Ãœ,2022-2-16â€°Ã›Ãœ,1,Assisted,Applications,Assisted
1333,Applications,95557079,3 - AAdvantage Signature PR,4/11/2022,aadvantagesignatureplus,(Other),print,qrcode,(not set),1,Other,Applications,Other
1334,Applications,95557079,3 - AAdvantage Signature PR,4/11/2022,campaÃŒÂ±a aadvantage,(Other),website aa,booking path,(not set),1,Assisted,Applications,Assisted
1335,Applications,95557079,3 - AAdvantage Signature PR,4/11/2022,campaÃŒÂ±a aadvantage,(Other),wesbite,booking path,(not set),2,Assisted,Applications,Assisted
1336,Applications,95557079,3 - AAdvantage Signature PR,4/11/2022,campaÃŒÂ±a aadvantage,(Other),wesbite,review & pay,(not set),1,Assisted,Applications,Assisted
1337,Applications,95557079,1 - Cash rewards,4/11/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),2,Other,Applications,Other
1338,Leads 2,116580388,10 - Form Downloads,4/12/2022,popular-comercial-lending-startup-2022-conversions-all-pr-18-sc-gif-generico-apr-11-2022-flt1_nofee211216as01,(Other),facebook-paid,fb-conversion-ad,v5i202211183v5f_startup2022,5,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - GIF Generico - Apr 11 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Comercial - Lending - StartUP 2022 - Conversions - All PR 18+ SC - GIF Generico - Apr 11 2022 _ ///NOFEE211216AS01\\\
1339,Leads 2,116580388,10 - Form Downloads,4/12/2022,popular - lending - comercial - startup 2022 - youtube tvfa - inmarket n custom int - feb 3 2022 _ ///nofee211216as01\\\,Display,google,cpc,Ad #1,3,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Youtube TVFA - InMarket n Custom Int - Feb 3 2022 _ ///NOFEE211216AS01\\\
1340,Leads 2,116580388,10 - Form Downloads,4/12/2022,popular - services - comercial - startup 2022 - discovery - inmarket n custom int n retargeting - feb 1 2022 _ ///nofee211216as01\\\,Paid Search,google,cpc,(not set),8,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\,Leads 2,Popular - Services - Comercial - StartUp 2022 - Discovery - InMarket n Custom Int n Retargeting - Feb 1 2022 _ ///NOFEE211216AS01\\\
1341,Leads 2,116580388,10 - Form Downloads,4/13/2022,2020 - loans - display - discovery,Paid Search,google,cpc,(not set),1,Other,Leads 2,Other
1342,Leads,96577637,8 - Funnel Hipotecas Refinanciar,5/20/2022,2020 - hipotecas - display - discovery,Paid Search,google,cpc,(not set),1,Other,Leads,Other
1343,Leads 2,116580388,10 - Form Downloads,4/13/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,Impulsa tu negocio,3,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
1344,Popular VI,88420841,07-Popular VI Startup,4/11/2022,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Paid Search,google,cpc,(not set),6,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Discovery - InMarket n Custom Int - Feb 3 2022 _ ///FEE220111CR02\\\
1345,Popular VI,88420841,07-Popular VI Startup,4/11/2022,popular-lending-comercial-startup-vi-2022-conversions-carrusel-y-gif-iconos-all-vi-feb-3-2022-flt1_fee220111cr02,(Other),facebook-paid,fb-conversion-ad,v5i202210834v5f_startup-vi,2,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\,Popular VI,Popular - Lending - Comercial - StartUp VI 2022 - Conversions - Carrusel y Gif Iconos - All VI - Feb 3 2022 _ ///FEE220111CR02\\\
